-125.1338333 40.8286667 16.441 0.78608 
-124.6925 40.652 28.737 0.6865625 
-122.3123333 38.2151667 11.12 0.54541802 
-124.9613333 40.4123333 23.048 0.50824368 
-124.6066667 40.3178333 16.881 0.46787312 
-125.2385 40.3886667 4.803 0.4629825 
-121.0595 40.1918333 7.968 0.4605500225 
-123.7903333 41.1431667 27.358 0.43904 
-121.77 37.43 10 0.43904 
-125.284 40.74 5.6 0.43904 
-121.7743333 37.4335 9.741 0.4046965625 
-123.4968333 40.8358333 27.755 0.39366 
-124.87 40.642 4.957 0.39366 
-124.8628333 40.6428333 -0.533 0.39366 
-125.2445 40.7556667 2.243 0.39366 
-125.43 40.985 8.6 0.3721925 
-124.604 40.828 22 0.3721925 
-125.0161667 40.3745 -0.423 0.35152 
-124.552 40.8098333 17.195 0.35152 
-125.3308333 40.4116667 5.871 0.3494958975 
-125.528 40.3853333 24.632 0.3316275 
-122.8018333 39.3293333 14.45 0.3296805725 
-122.8413333 38.8221667 1.48 0.3125 
-124.8245 41.1155 2.563 0.3125 
-124.4331667 40.2806667 20.064 0.3125 
-124.426 40.281 11.84 0.3125 
-125.3573333 40.9786667 8.142 0.3125 
-121.8223343 36.9259987 -0.443 0.3125 
-122.413 38.379 10.2 0.3125 
-124.7498333 40.9835 8.635 0.30138446 
-124.637 40.3098333 16.257 0.29773872 
-124.6288333 40.3368333 20.827 0.2941225 
-124.973 40.37 17.5 0.2941225 
-121.5983333 36.9668333 6.791 0.2941225 
-122.4133333 38.3788333 9.367 0.2941225 
-125.286 41.0703333 16.86 0.2887532575 
-121.0718333 40.1826667 3.448 0.2887532575 
-124.972 40.3706667 17.08 0.2852103125 
-123.1073333 39.4645 4.725 0.2747555975 
-123.8918333 40.7243333 26.24 0.2645595425 
-122.8138333 38.8171667 3.618 0.2612177775 
-122.7036667 40.1776667 2.049 0.2595575 
-122.7961667 38.4391667 5.747 0.2579042725 
-125.2915 41.3256667 11.952 0.2513615625 
-125.4938333 40.3565 22.362 0.2513615625 
-125.3411667 40.411 23.362 0.2481321175 
-125.3463333 40.4273333 3.152 0.2481321175 
-124.6026667 40.3138333 18.887 0.24334 
-124.216 41.1885 15.66 0.24334 
-124.412 40.273 23.3 0.24334 
-124.449 40.2778333 22.253 0.24334 
-125.346 40.427 3.7 0.24334 
-125.0868333 40.3908333 7.347 0.24334 
-124.4496667 40.6021667 28.697 0.24334 
-124.455 40.601 29.8 0.24334 
-121.0653333 40.1875 2.523 0.2417564475 
-122.9138333 38.7693333 5.77 0.2417564475 
-122.7671667 38.8366667 2.551 0.24017978 
-122.7873333 38.8666667 2.546 0.23704704 
-125.363 40.4038333 24.467 0.23394166 
-121.465 37.1073333 6.686 0.23394166 
-122.8161667 38.8135 1.9 0.2323991925 
-124.7333333 40.3198333 12.397 0.2323991925 
-123.1658333 39.1678333 10.841 0.2293346275 
-125.3781667 40.3955 18.47 0.2278125 
-124.733 40.32 12.543 0.2278125 
-122.7593333 40.1671667 10.169 0.2278125 
-124.9553333 40.3841667 -0.553 0.2278125 
-122.5886667 38.3635 8.55 0.2278125 
-123.867 40.697 28.5 0.2278125 
-122.765 38.834 3.6 0.2278125 
-125.1353333 41.0676667 6.354 0.2278125 
-125.158 41.075 2.5 0.2278125 
-124.462 40.853 13.1 0.2278125 
-124.6921667 40.3283333 3.62 0.2278125 
-123.4078333 40.4365 35.62 0.2262971225 
-125.1915 40.7778333 18.883 0.2232865575 
-124.4018333 40.8081667 20.433 0.2232865575 
-122.7965 38.7946667 1.65 0.22179134 
-124.6871667 40.3083333 14.67 0.21882096 
-122.7861667 38.8123333 1.343 0.21882096 
-124.1856667 40.4426667 26.944 0.2173457675 
-122.82 38.8153333 2.269 0.2173457675 
-121.7576667 40.9461667 17.106 0.2173457675 
-123.8041667 39.4795 7.468 0.21587722 
-123.8673333 40.6965 27.519 0.21587722 
-125.197 40.293 39.785 0.21587722 
-125.3328333 40.6863333 22.999 0.2144153025 
-124.7828333 40.6086667 20.38 0.2144153025 
-124.64 40.3193333 15.297 0.21296 
-124.5853333 40.3115 19.047 0.21296 
-125.07 40.389 0.1 0.21296 
-121.757 40.947 18.3 0.21296 
-124.6393333 40.437 19.629 0.21296 
-124.676 40.445 18.9 0.21296 
-124.076 40.585 28.5 0.21296 
-125.172 40.379 2.7 0.21296 
-124.5416667 40.3126667 6.075 0.21296 
-123.121 39.045 6.9 0.21296 
-121.699 37.333 7.8 0.21296 
-121.6991667 37.3325 7.078 0.21296 
-121.697 40.99 19.3 0.21296 
-121.6935 40.9885 17.109 0.21296 
-122.767 38.782 4.1 0.21296 
-124.8036667 40.9511667 23.55 0.2115112975 
-123.0678333 39.392 6.7 0.2115112975 
-122.7256667 38.7601667 0.182 0.21006918 
-125.1966667 40.7633333 24.561 0.21006918 
-124.4508333 40.8538333 12.955 0.21006918 
-125.1471667 40.7711667 22.849 0.2086336325 
-122.7668333 38.7823333 3.461 0.2086336325 
-124.386 40.2785 22.1 0.2057821875 
-125.3605 40.6211667 18.726 0.2057821875 
-124.712 40.6508333 19.99 0.20436626 
-124.2575 40.1205 4.94 0.20436626 
-125.3966667 40.3646667 13.67 0.2029568425 
-122.7546667 38.7885 -0.514 0.2029568425 
-122.9153333 38.7571667 6.105 0.2029568425 
-124.3395 40.2731667 16.95 0.2001574775 
-122.7263333 38.7491667 2.891 0.2001574775 
-125.201 40.6583 10 0.1987675 
-124.8226667 40.5145 9.819 0.1987675 
-121.6156667 37.2848333 7.145 0.1987675 
-125.3406667 40.8051667 8.102 0.1987675 
-125.0736667 40.4203333 -0.283 0.1987675 
-125.0668333 40.3895 -0.655 0.1987675 
-121.492 37.1015 2.831 0.1987675 
-122.754 38.788 0.3 0.1987675 
-122.726 38.748 3.7 0.1987675 
-123.814 40.739 29.3 0.1987675 
-123.8153333 40.7388333 27.983 0.1987675 
-122.81 38.841 2.5 0.1987675 
-124.584 40.3238333 23.594 0.1987675 
-124.0748333 40.5881667 26.702 0.1987675 
-123.1208333 39.0465 6.008 0.1987675 
-125.2995 40.687 7.494 0.1987675 
-121.6898333 40.9878333 18.229 0.1987675 
-125.3838333 40.388 24.038 0.1973839725 
-124.9688333 40.6138333 13.539 0.1973839725 
-122.9488333 39.4993333 11.431 0.1973839725 
-124.6121667 40.3195 16.159 0.19600688 
-124.4603333 40.2858333 23.339 0.19600688 
-124.3138333 40.2795 19.4 0.19600688 
-124.7825 40.528 23.579 0.19600688 
-122.7725 38.7823333 3.816 0.1946362075 
-124.5891667 40.3113333 17.699 0.1919140625 
-122.7608333 38.7956667 1.825 0.1919140625 
-125.4646667 40.3953333 25.664 0.1919140625 
-125.2595 40.4506667 8.095 0.1919140625 
-124.3726667 40.2673333 22.329 0.19056256 
-122.1113333 37.8965 15.981 0.1892174175 
-122.8083333 38.7948333 5.703 0.1892174175 
-121.0631667 40.186 1.312 0.1865461525 
-122.9565 39.4938333 9.941 0.1865461525 
-122.8295 38.8748333 22.523 0.1865461525 
-125.3336667 40.4251667 14.634 0.18522 
-124.2081667 40.7801667 20.609 0.18522 
-122.193 37.804 5.262 0.18522 
-124.7713333 40.6031667 20.477 0.18522 
-124.308 40.482 27.3 0.18522 
-124.3086667 40.4816667 26.711 0.18522 
-125.3021667 40.4245 2.143 0.18522 
-122.768 38.798 1.7 0.18522 
-122.699 38.458 5.4 0.18522 
-125.0198333 41.1231667 2.034 0.18522 
-123.1165 39.0431667 6.247 0.18522 
-122.8288333 39.7303333 6.078 0.18522 
-124.178 40.633 23.2 0.18522 
-124.1745 40.6346667 22 0.18522 
-122.9135 38.7515 6.85 0.18522 
-124.6685 40.3123333 14.071 0.18258658 
-121.4833333 37.4003333 7.195 0.18258658 
-124.1638333 40.7491667 20.257 0.1812792825 
-122.7431667 38.7926667 0.477 0.17997824 
-124.4221667 40.9736667 19.019 0.1786834375 
-122.8536667 38.8433333 2.044 0.1786834375 
-124.4201667 40.3455 18.121 0.17739486 
-122.7641667 38.7758333 1.023 0.17739486 
-122.881 38.835 2.009 0.17739486 
-122.1623333 38.3783333 8.527 0.17739486 
-122.8095 38.8393333 0.778 0.1761124925 
-124.632 40.3086667 16.52 0.17483632 
-123.8685 40.2773333 29.763 0.17483632 
-122.699 38.4581667 4.625 0.17483632 
-124.5465 40.3461667 23.97 0.1735663275 
-124.5063333 40.6915 17.673 0.1735663275 
-125.1661667 41.027 20.594 0.1723025 
-121.6581667 37.2871667 9.593 0.1723025 
-122.0075 37.862 16.328 0.1723025 
-124.4723333 40.5766667 26.217 0.1723025 
-124.584 40.3111667 17.917 0.1723025 
-123.2823333 39.3586667 4.06 0.1723025 
-123.286 39.358 7.9 0.1723025 
-122.166 38.378 9.6 0.1723025 
-121.487 37.395 7 0.1723025 
-124.5731667 40.3105 19.067 0.1723025 
-121.946 37.748 16.9 0.1723025 
-121.942 37.742 16.7 0.1723025 
-122.9465 39.4898333 15.423 0.1723025 
-124.447 40.468 28.7 0.1723025 
-124.4601667 40.466 28.026 0.1723025 
-124.4711667 40.3668333 17.435 0.1723025 
-122.2503333 38.4316667 12.83 0.1710448225 
-122.7691667 38.7993333 -0.042 0.1710448225 
-124.6921667 40.326 15.814 0.1710448225 
-125.4233333 40.3913333 24.068 0.16979328 
-124.478 40.743 26.825 0.16979328 
-123.6373333 39.6598333 -0.65 0.16730854 
-124.8486667 40.4626667 23.561 0.1660753125 
-121.7986667 37.4811667 10.753 0.1660753125 
-122.8033333 38.8011667 -0.125 0.1660753125 
-124.4526667 40.29 20.031 0.16241202 
-125.433 40.8051667 16.572 0.16241202 
-125.316 40.3875 15.831 0.16241202 
-122.2321667 37.8366667 4.69 0.1612030025 
-125.0218333 40.8585 24.12 0.1612030025 
-124.6103333 40.3481667 19.005 0.16 
-125.2721667 40.645 23.088 0.16 
-125.2755 40.4418333 19.265 0.16 
-122.2225 37.8431667 11.013 0.16 
-122.912 38.681 5.1 0.16 
-122.9098333 38.6806667 4.868 0.16 
-122.805 38.802 1.3 0.16 
-121.9423333 37.7481667 15.964 0.16 
-121.9373333 37.7425 15.594 0.16 
-123.031 39.332 12.8 0.16 
-121.0695 40.1743333 4.148 0.1588029975 
-123.6788333 40.7466667 29.492 0.1588029975 
-122.3103333 37.9268333 8.093 0.1588029975 
-122.81 38.8196667 2.154 0.1588029975 
-121.974 37.5776667 8.37 0.15761198 
-122.9621667 38.8485 5.415 0.15761198 
-122.7911667 38.8176667 2.509 0.15761198 
-122.7741667 38.7908333 2.261 0.15761198 
-125.1488333 40.7353333 23.509 0.1564269325 
-124.699 40.6213333 25.16 0.1564269325 
-125.4221667 40.621 4.622 0.1564269325 
-123.035 39.3343333 10.687 0.1564269325 
-124.163 40.4368333 26.505 0.15524784 
-123.3381667 39.7773333 8.488 0.15524784 
-122.1838333 38.2418333 10.065 0.15524784 
-124.5126667 40.3068333 6.939 0.1540746875 
-122.7973333 38.827 2.63 0.1540746875 
-122.2526667 37.857 7.989 0.1540746875 
-125.2775 40.3536667 19.84 0.1540746875 
-122.8076667 38.8186667 2.149 0.1540746875 
-121.0481667 40.1783333 7.869 0.15290746 
-124.0591667 40.3203333 31.467 0.15290746 
-123.4863333 39.3171667 3.403 0.1517461425 
-122.7911667 38.8155 2.146 0.1517461425 
-122.9865 39.4435 9.15 0.1494411775 
-124.5318333 40.3136667 20.52 0.1494411775 
-124.664 40.636 23.3 0.1494411775 
-124.4078333 40.3835 17.147 0.1494411775 
-122.3008333 38.1785 12.577 0.1482975 
-124.1651667 40.4473333 27.96 0.1482975 
