-125.1338333 40.8286667 0.524053333333333 16.441 
-124.6925 40.652 0.457708333333333 28.737 
-122.3123333 38.2151667 0.363612013333333 11.12 
-124.9613333 40.4123333 0.33882912 23.048 
-124.6066667 40.3178333 0.311915413333333 16.881 
-125.2385 40.3886667 0.308655 4.803 
-121.0595 40.1918333 0.307033348333333 7.968 
-123.7903333 41.1431667 0.292693333333333 27.358 
-121.77 37.43 0.292693333333333 10 
-125.284 40.74 0.292693333333333 5.6 
-121.7743333 37.4335 0.269797708333333 9.741 
-123.4968333 40.8358333 0.26244 27.755 
-124.87 40.642 0.26244 4.957 
-124.8628333 40.6428333 0.26244 -0.533 
-125.2445 40.7556667 0.26244 2.243 
-125.43 40.985 0.248128333333333 8.6 
-124.604 40.828 0.248128333333333 22 
-125.0161667 40.3745 0.234346666666667 -0.423 
-124.552 40.8098333 0.234346666666667 17.195 
-125.3308333 40.4116667 0.232997265 5.871 
-125.528 40.3853333 0.221085 24.632 
-122.8018333 39.3293333 0.219787048333333 14.45 
-122.8413333 38.8221667 0.208333333333333 1.48 
-124.8245 41.1155 0.208333333333333 2.563 
-124.4331667 40.2806667 0.208333333333333 20.064 
-124.426 40.281 0.208333333333333 11.84 
-125.3573333 40.9786667 0.208333333333333 8.142 
-121.8223343 36.9259987 0.208333333333333 -0.443 
-122.413 38.379 0.208333333333333 10.2 
-124.7498333 40.9835 0.200922973333333 8.635 
-124.637 40.3098333 0.19849248 16.257 
-124.6288333 40.3368333 0.196081666666667 20.827 
-124.973 40.37 0.196081666666667 17.5 
-121.5983333 36.9668333 0.196081666666667 6.791 
-122.4133333 38.3788333 0.196081666666667 9.367 
-125.286 41.0703333 0.192502171666667 16.86 
-121.0718333 40.1826667 0.192502171666667 3.448 
-124.972 40.3706667 0.190140208333333 17.08 
-123.1073333 39.4645 0.183170398333333 4.725 
-123.8918333 40.7243333 0.176373028333333 26.24 
-122.8138333 38.8171667 0.174145185 3.618 
-122.7036667 40.1776667 0.173038333333333 2.049 
-122.7961667 38.4391667 0.171936181666667 5.747 
-125.2915 41.3256667 0.167574375 11.952 
-125.4938333 40.3565 0.167574375 22.362 
-125.3411667 40.411 0.165421411666667 23.362 
-125.3463333 40.4273333 0.165421411666667 3.152 
-124.6026667 40.3138333 0.162226666666667 18.887 
-124.216 41.1885 0.162226666666667 15.66 
-124.412 40.273 0.162226666666667 23.3 
-124.449 40.2778333 0.162226666666667 22.253 
